Title,Budget,Cost,Date,Ex/In,Special,Type Expenses,Type In come
21G,-59000,"₫59,000",11/07/2023,Expenses,,Utility,
nạp điện thoại,-11000,"₫11,000",11/07/2023,Expenses,,RL,
mía,-5000,"₫5,000",12/07/2023,Expenses,,AV,
cầu lông,-23000,"₫23,000",12/07/2023,Expenses,,Badmintion,
cầu lông,-17000,"₫17,000",14/07/2023,Expenses,,Badmintion,
cầu lông,-29000,"₫29,000",15/07/2023,Expenses,,Badmintion,
quấn cán,-12000,"₫12,000",15/07/2023,Expenses,,Badmintion,
mía,-10000,"₫10,000",15/07/2023,Expenses,,AV,
bánh mì,-12000,"₫12,000",16/07/2023,Expenses,,AC,
cầu lông,-16000,"₫16,000",16/07/2023,Expenses,,Badmintion,
nước mía 11,-5000,"₫5,000",16/07/2023,Expenses,,AV,
xăng,-30000,"₫30,000",16/07/2023,Expenses,,DC,
chuối chiên + bánh tiêu,-11000,"₫11,000",18/07/2023,Expenses,,AV,
cầu lông,-17000,"₫17,000",18/07/2023,Expenses,,Badmintion,
cafe cần thơ,-19000,"₫19,000",19/07/2023,Expenses,,Coffee,
lưới 66U,-180000,"₫180,000",19/07/2023,Expenses,BigM,Badmintion,
xăng,-40000,"₫40,000",19/07/2023,Expenses,,DC,
ăn sáng với ba,-21000,"₫21,000",19/07/2023,Expenses,,AC,
cầu lông,-34000,"₫34,000",19/07/2023,Expenses,,Badmintion,
phí rút tiền,-1100,"₫1,100",19/07/2023,Expenses,,Utility,
vợt cầu lông Mizuno,-1750000,"₫1,750,000",19/07/2023,Expenses,BigM,Badmintion,
giày cầu lông,-768000,"₫768,000",20/07/2023,Expenses,BigM,Badmintion,
cầu lông,-23000,"₫23,000",20/07/2023,Expenses,,Badmintion,
sân cầu,-23000,"₫23,000",21/07/2023,Expenses,,Badmintion,
xăng,-20000,"₫20,000",21/07/2023,Expenses,,DC,
cơm sườn,-25000,"₫25,000",22/07/2023,Expenses,,AC,
bún đậu,-55000,"₫55,000",22/07/2023,Expenses,,AC,
nước quán mai,-30000,"₫30,000",22/07/2023,Expenses,,RL,
xăng,-30000,"₫30,000",22/07/2023,Expenses,,DC,
xăng,-20000,"₫20,000",23/07/2023,Expenses,,DC,
nước suối,-10000,"₫10,000",23/07/2023,Expenses,,AV,
iCloud+,-19000,"₫19,000",23/07/2023,Expenses,Monthly,Utility,
nước mía,-5000,"₫5,000",23/07/2023,Expenses,,AV,
sân,-5000,"₫5,000",23/07/2023,Expenses,,Badmintion,
bi da béo,-10000,"₫10,000",23/07/2023,Expenses,,Bida,
phí rút tiền,-1079,"₫1,079",23/07/2023,Expenses,,Utility,
cơm sườn,-25000,"₫25,000",23/07/2023,Expenses,,AC,
chuối chiên,-5000,"₫5,000",24/07/2023,Expenses,,AV,
cầu lông,-23000,"₫23,000",24/07/2023,Expenses,,Badmintion,
quấn cán bảo,-17000,"₫17,000",24/07/2023,Expenses,,RL,
mía,-5000,"₫5,000",24/07/2023,Expenses,,AV,
xăng,-40000,"₫40,000",24/07/2023,Expenses,,DC,
cầu lông,-23000,"₫23,000",25/07/2023,Expenses,,Badmintion,
hớt tóc,-40000,"₫40,000",25/07/2023,Expenses,,Body,
bi da,-16000,"₫16,000",25/07/2023,Expenses,,Entertainment,
nước mía,-5000,"₫5,000",25/07/2023,Expenses,,AV,
chuối chiên,-6000,"₫6,000",25/07/2023,Expenses,,AV,
nước mía,-5000,"₫5,000",25/07/2023,Expenses,,AV,
cầu lông,-23000,"₫23,000",26/07/2023,Expenses,,Badmintion,
xăng,-20000,"₫20,000",26/07/2023,Expenses,,DC,
sân cầu,-17000,"₫17,000",27/07/2023,Expenses,,Badmintion,
xăng,-30000,"₫30,000",29/07/2023,Expenses,,DC,
hàn vợt,-120000,"₫120,000",29/07/2023,Expenses,BigM,Badmintion,
lưới 66U,-190000,"₫190,000",29/07/2023,Expenses,BigM,Badmintion,
bù tiền cho thầy định,-1000,"₫1,000",29/07/2023,Expenses,,RL,
nước trà dầu,-22000,"₫22,000",30/07/2023,Expenses,,RL,
cầu lông,-28000,"₫28,000",30/07/2023,Expenses,,Badmintion,
trà dâu mr.bean,-20000,"₫20,000",01/08/2023,Expenses,,RL,
xăng,-20000,"₫20,000",01/08/2023,Expenses,,DC,
bánh tráng,-6000,"₫6,000",01/08/2023,Expenses,,AV,
cầu lông,-70000,"₫70,000",02/08/2023,Expenses,,Badmintion,
nước mía,-10000,"₫10,000",03/08/2023,Expenses,,AV,
cầu lông,-20000,"₫20,000",04/08/2023,Expenses,,Badmintion,
ăn sáng,-11000,"₫11,000",04/08/2023,Expenses,,AC,
xăng,-30000,"₫30,000",05/08/2023,Expenses,,DC,
đăng ký nguyện vọng,-180000,"₫180,000",05/08/2023,Expenses,BigM,Study,
cầu lông,-10000,"₫10,000",05/08/2023,Expenses,,Badmintion,
21G - kiên chuyển,-60000,"₫60,000",05/08/2023,Expenses,,Utility,
cầu lông,-11000,"₫11,000",06/08/2023,Expenses,,Badmintion,
vớ,-25000,"₫25,000",06/08/2023,Expenses,,Badmintion,
cầu lông,-23000,"₫23,000",07/08/2023,Expenses,,Badmintion,
cầu lông,-17000,"₫17,000",08/08/2023,Expenses,,Badmintion,
xăng,-63000,"₫63,000",08/08/2023,Expenses,,DC,
tiền photo bà cả tàu,-4000,"₫4,000",08/08/2023,Expenses,,Utility,
bao béo sân cầu,-17000,"₫17,000",09/08/2023,Expenses,,RL,
nước sân cầu,-10000,"₫10,000",09/08/2023,Expenses,,Badmintion,
sân cầu,-23000,"₫23,000",09/08/2023,Expenses,,Badmintion,
sân cầu,-11000,"₫11,000",10/08/2023,Expenses,,Badmintion,
tường mượn đánh cầu,-28000,"₫28,000",12/08/2023,Expenses,,RL,
xăng,-30000,"₫30,000",12/08/2023,Expenses,,DC,
cầu lông,-28000,"₫28,000",12/08/2023,Expenses,,Badmintion,
chuối chiên,-12000,"₫12,000",12/08/2023,Expenses,,AC,
cầu lông,-46000,"₫46,000",14/08/2023,Expenses,,Badmintion,
làm lại sim,-25000,"₫25,000",14/08/2023,Expenses,,Family,
nạp tiền cho a3,-10000,"₫10,000",14/08/2023,Expenses,,RL,
xăng,-20000,"₫20,000",14/08/2023,Expenses,,DC,
cà phê milano cả tàu,-12000,"₫12,000",14/08/2023,Expenses,,Coffee,
tiền sân cầu,-16000,"₫16,000",15/08/2023,Expenses,,Badmintion,
xăng,-20000,"₫20,000",15/08/2023,Expenses,,DC,
xăng,-30000,"₫30,000",16/08/2023,Expenses,,DC,
xăng,-100000,"₫100,000",19/08/2023,Expenses,,DC,
phí rút tiền,-1091,"₫1,091",19/08/2023,Expenses,,Utility,
sân cầu,-18000,"₫18,000",20/08/2023,Expenses,,Badmintion,
bánh mì ăn sáng,-4000,"₫4,000",22/08/2023,Expenses,,AC,
in hình 3x4,-15000,"₫15,000",22/08/2023,Expenses,,Study,
photo,-7000,"₫7,000",22/08/2023,Expenses,,Study,
iCloud+,-19000,"₫19,000",24/08/2023,Expenses,Monthly,Utility,
xăng,-50000,"₫50,000",24/08/2023,Expenses,,DC,
khổ trang đen,-30000,"₫30,000",24/08/2023,Expenses,,Utility,
công chứng,-16000,"₫16,000",24/08/2023,Expenses,,Study,
cơm tắm,-20000,"₫20,000",24/08/2023,Expenses,,AC,
thuốc sức lác,-30000,"₫30,000",24/08/2023,Expenses,,Body,
sữa tươi cafe,-12000,"₫12,000",26/08/2023,Expenses,,Coffee,
đang lưới vợt việt em,-87000,"₫87,000",27/08/2023,Expenses,,Badmintion,
sân cầu tân hội,-30000,"₫30,000",27/08/2023,Expenses,,Badmintion,
xăng,-40000,"₫40,000",27/08/2023,Expenses,,DC,
phở,-30000,"₫30,000",27/08/2023,Expenses,,AC,
xăng,-50000,"₫50,000",29/08/2023,Expenses,,DC,
gửi xe ctu,-2000,"₫2,000",29/08/2023,Expenses,,Study,
bìa hồ sơ nhập học,-5000,"₫5,000",29/08/2023,Expenses,,Study,
phí phát hành thẻ,-22000,"₫22,000",29/08/2023,Expenses,,Utility,
hủ tiếu gầm cầu,-15000,"₫15,000",29/08/2023,Expenses,,AC,
bánh mì + sữa tươi ăn sáng,-25000,"₫25,000",29/08/2023,Expenses,,AC,
viết,-5000,"₫5,000",29/08/2023,Expenses,,Study,
học phí 1-I ,-7658000,"₫7,658,000",29/08/2023,Expenses,BigY,Study,
tai nghe dây của kiên,-50000,"₫50,000",31/08/2023,Expenses,,Utility,
sân cầu + nước,-21000,"₫21,000",01/09/2023,Expenses,,Badmintion,
trà sữa nhờ Kiệt,-30000,"₫30,000",01/09/2023,Expenses,,RL,
vớ,-25000,"₫25,000",01/09/2023,Expenses,,Badmintion,
chuối chiên,-12000,"₫12,000",01/09/2023,Expenses,,AC,
xăng,-30000,"₫30,000",01/09/2023,Expenses,,DC,
sân cầu,-10000,"₫10,000",01/09/2023,Expenses,,Badmintion,
cafe cacao mộc,-14000,"₫14,000",01/09/2023,Expenses,,Coffee,
xăng,-30000,"₫30,000",01/09/2023,Expenses,,DC,
hủ tiếu,-15000,"₫15,000",02/09/2023,Expenses,,AC,
hủ tiếu,-20000,"₫20,000",03/09/2023,Expenses,,AC,
xăng,-50000,"₫50,000",04/09/2023,Expenses,,DC,
cầu lông tân hội + nước,-33000,"₫33,000",04/09/2023,Expenses,,Badmintion,
trả tiền cho việt,-5000,"₫5,000",06/09/2023,Expenses,,RL,
cầu lông + nước,-49000,"₫49,000",06/09/2023,Expenses,,Badmintion,
cơm sườn,-25000,"₫25,000",06/09/2023,Expenses,,AC,
xăng,-50000,"₫50,000",06/09/2023,Expenses,,DC,
bánh mì,-12000,"₫12,000",06/09/2023,Expenses,,AC,
bánh mì heo quay,-15000,"₫15,000",07/09/2023,Expenses,,AC,
cầu lông,-47000,"₫47,000",07/09/2023,Expenses,,Badmintion,
cơm sườn,-25000,"₫25,000",07/09/2023,Expenses,,AC,
vớ,-25000,"₫25,000",07/09/2023,Expenses,,Badmintion,
phí rút tiền,-1100,"₫1,100",08/09/2023,Expenses,,Utility,
cafe quán mộc,-11000,"₫11,000",08/09/2023,Expenses,,Coffee,
cốt cán,-27000,"₫27,000",08/09/2023,Expenses,,Badmintion,
4g tháng 9,-60000,"₫60,000",08/09/2023,Expenses,,Utility,
cơm sườn,-25000,"₫25,000",08/09/2023,Expenses,,AC,
card điện thoại,-10000,"₫10,000",09/09/2023,Expenses,,Utility,
mua thuốc cho mẹ,-6000,"₫6,000",09/09/2023,Expenses,,Family,
xăng,-120000,"₫120,000",09/09/2023,Expenses,,DC,
keo vuốt tốc,-219020,"₫219,020",09/09/2023,Expenses,BigM,CL,
cơm sườn buổi chiều,-25000,"₫25,000",09/09/2023,Expenses,,AC,
hớt tóc,-40000,"₫40,000",09/09/2023,Expenses,,Body,
cơm sườn,-25000,"₫25,000",10/09/2023,Expenses,,AC,
chuối chiên,-11000,"₫11,000",10/09/2023,Expenses,,AC,
yaourt đá mộc,-14000,"₫14,000",10/09/2023,Expenses,,RL,
gửi xe,-2000,"₫2,000",10/09/2023,Expenses,,Study,
quần dài đen đi học,-130000,"₫130,000",10/09/2023,Expenses,,CL,
cơm sườn cho tía,-25000,"₫25,000",10/09/2023,Expenses,,Family,
trà chanh tân hội,-10000,"₫10,000",11/09/2023,Expenses,,Badmintion,
mì hảo hảo,-12000,"₫12,000",11/09/2023,Expenses,,AC,
card cho mẹ,-10000,"₫10,000",11/09/2023,Expenses,,Family,
sân cầu,-25000,"₫25,000",11/09/2023,Expenses,,Badmintion,
cơm sườn sadec,-27000,"₫27,000",11/09/2023,Expenses,,AC,
xăng,-50000,"₫50,000",11/09/2023,Expenses,,DC,
card đt,-10000,"₫10,000",11/09/2023,Expenses,,Utility,
bánh mì + sữa tươi ăn sáng,-24000,"₫24,000",11/09/2023,Expenses,,AC,
nước trà chanh tân hội,-10000,"₫10,000",12/09/2023,Expenses,,Badmintion,
nước suối,-10000,"₫10,000",12/09/2023,Expenses,,Utility,
photo bằng,-4000,"₫4,000",12/09/2023,Expenses,,Study,
bánh mì que,-15000,"₫15,000",12/09/2023,Expenses,,AC,
sân cầu,-27000,"₫27,000",12/09/2023,Expenses,,Badmintion,
cơm sườn cần thơ,-25000,"₫25,000",13/09/2023,Expenses,,AC,
xăng,-70000,"₫70,000",13/09/2023,Expenses,,DC,
gửi xe ctu,-2000,"₫2,000",13/09/2023,Expenses,,Study,
sân cầu canther,-45000,"₫45,000",13/09/2023,Expenses,,Badmintion,
công chứng,-8000,"₫8,000",13/09/2023,Expenses,,Study,
bình đun siêu tốc,-135100,"₫135,100",14/09/2023,Expenses,BigM,Home,
xăng,-30000,"₫30,000",14/09/2023,Expenses,,DC,
cho việt nhỏ trả tiền cầu,-2000,"₫2,000",14/09/2023,Expenses,,RL,
cầu lông,-33000,"₫33,000",14/09/2023,Expenses,,Badmintion,
quấn cán,-22000,"₫22,000",15/09/2023,Expenses,,Badmintion,
đan vợt,-140000,"₫140,000",15/09/2023,Expenses,BigM,Badmintion,
tiền sân cầu,-23000,"₫23,000",15/09/2023,Expenses,,Badmintion,
gửi xe,-2000,"₫2,000",17/09/2023,Expenses,,Study,
chiều,-60000,"₫60,000",17/09/2023,Expenses,,Home,
sữa tươi,-34000,"₫34,000",17/09/2023,Expenses,,AC,
dầu gọi đầu,-70000,"₫70,000",17/09/2023,Expenses,,Utility,
bánh mì que,-15000,"₫15,000",17/09/2023,Expenses,,AC,
cơm sườn ct1,-20000,"₫20,000",17/09/2023,Expenses,,AC,
sân cầu,-25000,"₫25,000",17/09/2023,Expenses,,Badmintion,
lăng nách,-67000,"₫67,000",17/09/2023,Expenses,,Utility,
xăng,-50000,"₫50,000",17/09/2023,Expenses,,DC,
lục giác,-80000,"₫80,000",17/09/2023,Expenses,,Utility,
ổ khóa tủ,-70000,"₫70,000",18/09/2023,Expenses,,Home,
cơm sườn ăn trưa,-30000,"₫30,000",18/09/2023,Expenses,,AC,
cafe bờ sông,-15000,"₫15,000",18/09/2023,Expenses,,Coffee,
sao chìa khóa phòng,-20000,"₫20,000",18/09/2023,Expenses,,Home,
xăng,-50000,"₫50,000",18/09/2023,Expenses,,DC,
nước suối,-7000,"₫7,000",18/09/2023,Expenses,,RL,
gửi xe,-2000,"₫2,000",18/09/2023,Expenses,,Study,
cơm sườn ct2,-20000,"₫20,000",18/09/2023,Expenses,,AC,
tiền làm thẻ gửi xe,-88000,"₫88,000",18/09/2023,Expenses,,Home,
gửi xe hoàn lại khi có thẻ sv,-50000,"₫50,000",18/09/2023,Expenses,,Home,
bánh mì heo quay,-15000,"₫15,000",19/09/2023,Expenses,,AC,
khăn giấy,-7000,"₫7,000",19/09/2023,Expenses,,Utility,
cơm trưa,-25000,"₫25,000",19/09/2023,Expenses,,AC,
sân cầu,-45000,"₫45,000",19/09/2023,Expenses,,Badmintion,
gửi xe,-2000,"₫2,000",19/09/2023,Expenses,,Study,
cơm chiên dương châu,-30000,"₫30,000",20/09/2023,Expenses,,AC,
quạt,-18000,"₫18,000",20/09/2023,Expenses,,Home,
cơm gà chiên,-20000,"₫20,000",20/09/2023,Expenses,,AC,
phí rút tiền,-1100,"₫1,100",21/09/2023,Expenses,,Utility,
xăng,-50000,"₫50,000",21/09/2023,Expenses,,DC,
giày ananas,-390000,"₫390,000",21/09/2023,Expenses,BigM,CL,
gửi xe atl,-2000,"₫2,000",21/09/2023,Expenses,,Study,
phở việt,-25000,"₫25,000",21/09/2023,Expenses,,AC,
cơm gà chiên,-20000,"₫20,000",21/09/2023,Expenses,,AC,
gửi đồ,-30000,"₫30,000",22/09/2023,Expenses,,Utility,
cơm sườn,-30000,"₫30,000",22/09/2023,Expenses,,AC,
xăng,-175000,"₫175,000",22/09/2023,Expenses,,DC,
tháng máy pvt,-2000,"₫2,000",22/09/2023,Expenses,,Home,
gửi xe vạn hạnh mall,-5000,"₫5,000",22/09/2023,Expenses,,Study,
cafe mộc,-13000,"₫13,000",22/09/2023,Expenses,,Coffee,
nước smore,-63000,"₫63,000",22/09/2023,Expenses,,RL,
sữa chua,-10000,"₫10,000",22/09/2023,Expenses,,AV,
gửi xe pvt,-5000,"₫5,000",22/09/2023,Expenses,,AC,
nước mía,-10000,"₫10,000",22/09/2023,Expenses,,AV,
dookki đám thảo,-150000,"₫150,000",22/09/2023,Expenses,,RL,
cafe vợt,-15000,"₫15,000",22/09/2023,Expenses,,Coffee,
xăng,-30000,"₫30,000",23/09/2023,Expenses,,DC,
bánh mì,-15000,"₫15,000",23/09/2023,Expenses,,AC,
xăng,-50000,"₫50,000",23/09/2023,Expenses,,DC,
tiền cầu,-28000,"₫28,000",23/09/2023,Expenses,,Badmintion,
gửi xe atl,-2000,"₫2,000",23/09/2023,Expenses,,Study,
bánh mì heo quay,-15000,"₫15,000",25/09/2023,Expenses,,AC,
gửi xe atl,-2000,"₫2,000",25/09/2023,Expenses,,Study,
iCloud+,-19000,"₫19,000",25/09/2023,Expenses,Monthly,Utility,
tảy đá,-2000,"₫2,000",25/09/2023,Expenses,,Utility,
sân + cầu tambo,-45000,"₫45,000",25/09/2023,Expenses,,Badmintion,
sữa tươi,-35000,"₫35,000",25/09/2023,Expenses,,AC,
xăng,-65000,"₫65,000",25/09/2023,Expenses,,DC,
"bàn chài trà chân, rổ..",-31000,"₫31,000",25/09/2023,Expenses,,Home,
cơm tắm,-24000,"₫24,000",25/09/2023,Expenses,,AC,
cơm thiệt xào,-20000,"₫20,000",26/09/2023,Expenses,,AC,
gửi xe,-4000,"₫4,000",26/09/2023,Expenses,,Study,
hủ tiếu,-15000,"₫15,000",26/09/2023,Expenses,,AC,
bánh mì que,-16000,"₫16,000",26/09/2023,Expenses,,AC,
bình giữ nhiệt,-140760,"₫140,760",27/09/2023,Expenses,BigM,Utility,
gửi xe,-4000,"₫4,000",27/09/2023,Expenses,,Study,
hủ tiếu,-15000,"₫15,000",27/09/2023,Expenses,,AC,
cơm sườn trứng,-33000,"₫33,000",27/09/2023,Expenses,,AC,
chuối,-7000,"₫7,000",27/09/2023,Expenses,,AC,
sữa tươi,-15000,"₫15,000",27/09/2023,Expenses,,Utility,
phở việt,-25000,"₫25,000",28/09/2023,Expenses,,AC,
hủ tiếu,-18000,"₫18,000",28/09/2023,Expenses,,AC,
tiền điện nước tháng 9,-23000,"₫23,000",28/09/2023,Expenses,Monthly,Home,
gửi xe atl,-2000,"₫2,000",28/09/2023,Expenses,,Study,
nước mía,-10000,"₫10,000",29/09/2023,Expenses,,RL,
cầu lông,-32000,"₫32,000",29/09/2023,Expenses,,Badmintion,
cầu lông,-28000,"₫28,000",30/09/2023,Expenses,,Badmintion,
bao vợt cầu lông,-237600,"₫237,600",30/09/2023,Expenses,BigM,Badmintion,
xăng việt,-16000,"₫16,000",30/09/2023,Expenses,,DC,
nón bảo 3/4,-303703,"₫303,703",30/09/2023,Expenses,BigM,Utility,
bánh mì,-12000,"₫12,000",30/09/2023,Expenses,,AC,
"kính, bàn chải",-13000,"₫13,000",30/09/2023,Expenses,,Home,
mì,-22500,"₫22,500",30/09/2023,Expenses,,AC,
xăng,-50000,"₫50,000",30/09/2023,Expenses,,DC,
sữa tươi,-33500,"₫33,500",30/09/2023,Expenses,,AC,
xăng,-30000,"₫30,000",01/10/2023,Expenses,,DC,
bánh kẹp thái lan,-20000,"₫20,000",01/10/2023,Expenses,,AC,
nước đá,-2000,"₫2,000",01/10/2023,Expenses,,AC,
nước ngọt,-10000,"₫10,000",01/10/2023,Expenses,,AV,
thùng nước,-13000,"₫13,000",01/10/2023,Expenses,,Home,
cơm gà chiên bột,-20000,"₫20,000",01/10/2023,Expenses,,AC,
hủ tiếu,-15000,"₫15,000",01/10/2023,Expenses,,AC,
nước rửa chén,-21000,"₫21,000",01/10/2023,Expenses,,Home,
nước đá,-1000,"₫1,000",02/10/2023,Expenses,,AC,
bánh mì,-15000,"₫15,000",02/10/2023,Expenses,,AC,
hủ tiếu,-18000,"₫18,000",02/10/2023,Expenses,,AC,
đồ thể dục,-394000,"₫394,000",02/10/2023,Expenses,BigM,Study,
cơm chiên dương châu,-25000,"₫25,000",02/10/2023,Expenses,,AC,
cầu lông,-40000,"₫40,000",02/10/2023,Expenses,,Badmintion,
gửi xe tambo,-3000,"₫3,000",02/10/2023,Expenses,,Badmintion,
gửi xe atl,-2000,"₫2,000",02/10/2023,Expenses,,Study,
gửi xe atl,-4000,"₫4,000",03/10/2023,Expenses,,Study,
cơm gà + trứng,-26000,"₫26,000",03/10/2023,Expenses,,AC,
hủ tiếu,-15000,"₫15,000",03/10/2023,Expenses,,AC,
gửi xe c1,-2000,"₫2,000",03/10/2023,Expenses,,Study,
soi vị,-8000,"₫8,000",03/10/2023,Expenses,,AC,
cafe 100g,-12000,"₫12,000",04/10/2023,Expenses,,Coffee,
phở việt,-25000,"₫25,000",04/10/2023,Expenses,,AC,
xăng,-50000,"₫50,000",04/10/2023,Expenses,,DC,
gửi xe atl,-4000,"₫4,000",04/10/2023,Expenses,,Study,
cơm thịt xào,-20000,"₫20,000",04/10/2023,Expenses,,AC,
nước đá,-1000,"₫1,000",04/10/2023,Expenses,,AC,
bóng đèn,-40000,"₫40,000",04/10/2023,Expenses,,Utility,
xôi,-10000,"₫10,000",04/10/2023,Expenses,,AC,
gửi xe atl,-2000,"₫2,000",05/10/2023,Expenses,,Study,
cươn sườn trứng,-20000,"₫20,000",05/10/2023,Expenses,,AC,
dây đeo thẻ sv,-20000,"₫20,000",05/10/2023,Expenses,,Study,
nước đá,-1000,"₫1,000",06/10/2023,Expenses,,AC,
đá banh,-25000,"₫25,000",06/10/2023,Expenses,,Body,
hủ tiếu,-15000,"₫15,000",06/10/2023,Expenses,,AC,
xăng,-20000,"₫20,000",06/10/2023,Expenses,,DC,
nước điện giải,-11000,"₫11,000",06/10/2023,Expenses,,Body,
bánh mì pate,-15000,"₫15,000",06/10/2023,Expenses,,AC,
cơm sườn trứng,-20000,"₫20,000",06/10/2023,Expenses,,AC,
cầu long,-41000,"₫41,000",07/10/2023,Expenses,,Badmintion,
cơm gà chiên bột,-20000,"₫20,000",07/10/2023,Expenses,,AC,
card điện thoại,-10000,"₫10,000",07/10/2023,Expenses,,Utility,
xôi vị,-10000,"₫10,000",07/10/2023,Expenses,,AC,
hủ tiếu,-15000,"₫15,000",07/10/2023,Expenses,,AC,
nước đá,-2000,"₫2,000",07/10/2023,Expenses,,AC,
gửi xe atl,-2000,"₫2,000",07/10/2023,Expenses,,Study,
nước đá,-1000,"₫1,000",08/10/2023,Expenses,,AC,
táo,-23000,"₫23,000",08/10/2023,Expenses,,AC,
cơm sườn,-25000,"₫25,000",08/10/2023,Expenses,,AC,
xăng,-50000,"₫50,000",08/10/2023,Expenses,,DC,
cà phê hoa yên,-25000,"₫25,000",08/10/2023,Expenses,,RL,
gửi xe vincom,-2000,"₫2,000",08/10/2023,Expenses,,Study,
trà bạc hà,-36000,"₫36,000",08/10/2023,Expenses,,RL,
bánh mì,-3000,"₫3,000",08/10/2023,Expenses,,AC,
sữa tươi,-45000,"₫45,000",08/10/2023,Expenses,,AC,
21G,-60000,"₫60,000",08/10/2023,Expenses,,Utility,
cơm sườn trứng,-25000,"₫25,000",08/10/2023,Expenses,,AC,
cơm chiên lê trang,-35000,"₫35,000",09/10/2023,Expenses,,AC,
bánh mì,-3000,"₫3,000",09/10/2023,Expenses,,AC,
hủ tiếu,-15000,"₫15,000",09/10/2023,Expenses,,AC,
gửi xe atl,-2000,"₫2,000",09/10/2023,Expenses,,Study,
trà đào cam xả,-27000,"₫27,000",10/10/2023,Expenses,,RL,
gửi xe c1,-2000,"₫2,000",10/10/2023,Expenses,,Study,
gửi xe atl,-4000,"₫4,000",10/10/2023,Expenses,,Study,
cơm sườn trứng,-28000,"₫28,000",10/10/2023,Expenses,,AC,
cơm sườn trứng,-28000,"₫28,000",10/10/2023,Expenses,,AC,
xôi,-10000,"₫10,000",11/10/2023,Expenses,,AC,
hủ tiếu - mì,-18000,"₫18,000",11/10/2023,Expenses,,AC,
hớt tóc,-60000,"₫60,000",11/10/2023,Expenses,,Body,
chuối,-5000,"₫5,000",11/10/2023,Expenses,,AC,
nước đá,-1000,"₫1,000",11/10/2023,Expenses,,AC,
cơm chiên dương châu,-25000,"₫25,000",11/10/2023,Expenses,,AC,
gửi xe atl,-2000,"₫2,000",11/10/2023,Expenses,,Study,
phí rút tiền,-1100,"₫1,100",12/10/2023,Expenses,,Utility,
xăng,-40000,"₫40,000",12/10/2023,Expenses,,DC,
cơn sườn trứng,-28000,"₫28,000",12/10/2023,Expenses,,AC,
gửi xe atl,-2000,"₫2,000",12/10/2023,Expenses,,Study,
cafe trung nguyên,-12000,"₫12,000",12/10/2023,Expenses,,Coffee,
chè,-10000,"₫10,000",13/10/2023,Expenses,,RL,
cầu lông,-39000,"₫39,000",13/10/2023,Expenses,,Badmintion,
cầu lông,-37000,"₫37,000",13/10/2023,Expenses,,Badmintion,
gửi xe atl,-2000,"₫2,000",16/10/2023,Expenses,,Study,
hủ tiếu,-15000,"₫15,000",16/10/2023,Expenses,,AC,
quỹ lớp,-15000,"₫15,000",16/10/2023,Expenses,,Study,
xăng,-50000,"₫50,000",16/10/2023,Expenses,,DC,
cơm xá xíu,-35000,"₫35,000",16/10/2023,Expenses,,AC,
gửi xe cầu lông,-1000,"₫1,000",17/10/2023,Expenses,,Utility,
gửi xe atl,-4000,"₫4,000",17/10/2023,Expenses,,Study,
bánh mì,-15000,"₫15,000",17/10/2023,Expenses,,AC,
phí rút tiền,-1100,"₫1,100",17/10/2023,Expenses,,Utility,
cầu lông ba láng,-40000,"₫40,000",17/10/2023,Expenses,,Badmintion,
cơm sườn trứng,-20000,"₫20,000",17/10/2023,Expenses,,AC,
hủ tiếu,-15000,"₫15,000",17/10/2023,Expenses,,AC,
thùng nước,-13000,"₫13,000",18/10/2023,Expenses,,Home,
